time                          relative_error                
0.000000000000000e+00         0.000000000000000e+00         
6.250000000000000e-03         2.242595116497039e-12         
1.250000000000000e-02         4.484619813639444e-12         
1.875000000000000e-02         6.725509755386905e-12         
2.500000000000000e-02         8.964687471697898e-12         
3.125000000000000e-02         1.120160801205922e-11         
3.750000000000001e-02         1.343570458837815e-11         
4.375000000000000e-02         1.566641077069110e-11         
5.000000000000000e-02         1.789318734371689e-11         
5.625000000000000e-02         2.011549768481549e-11         
6.250000000000000e-02         2.233277627142538e-11         
6.875000000000001e-02         2.454453992204801e-11         
7.500000000000001e-02         2.675023422559866e-11         
8.125000000000000e-02         2.894935162501013e-11         
8.750000000000001e-02         3.114142805866259e-11         
9.375000000000000e-02         3.332586919805557e-11         
1.000000000000000e-01         3.550235952183159e-11         
1.062500000000000e-01         3.767022500585904e-11         
1.125000000000000e-01         3.982920317931325e-11         
1.187500000000000e-01         4.197876121681742e-11         
1.250000000000000e-01         4.411849407054663e-11         
1.312500000000000e-01         4.624804578899572e-11         
1.375000000000000e-01         4.836686563056571e-11         
1.437500000000000e-01         5.047467164433819e-11         
1.500000000000000e-01         5.257105849315682e-11         
1.562500000000000e-01         5.465579092424044e-11         
1.625000000000000e-01         5.672822515021705e-11         
1.687500000000000e-01         5.878841747534750e-11         
1.750000000000000e-01         6.083588470403526e-11         
1.812500000000000e-01         6.287036646874612e-11         
1.875000000000000e-01         6.489157524308346e-11         
1.937500000000000e-01         6.689915046745532e-11         
2.000000000000000e-01         6.889302015487899e-11         
2.062500000000000e-01         7.087290974516717e-11         
2.125000000000000e-01         7.283862876186036e-11         
2.187500000000000e-01         7.478977749868782e-11         
2.250000000000000e-01         7.672644276410691e-11         
2.312500000000000e-01         7.864836248450921e-11         
2.375000000000000e-01         8.055550907875726e-11         
2.437500000000000e-01         8.244752314362769e-11         
2.500000000000000e-01         8.432447432516260e-11         
2.562500000000000e-01         8.618624990962250e-11         
2.625000000000000e-01         8.803260587543749e-11         
2.687500000000000e-01         8.986369220154168e-11         
2.750000000000000e-01         9.167927526435544e-11         
2.812500000000000e-01         9.347944003438217e-11         
2.875000000000000e-01         9.526391836310592e-11         
2.937500000000000e-01         9.703319710510875e-11         
3.000000000000000e-01         9.878678893338410e-11         
3.062500000000000e-01         1.005246524171571e-10         
3.125000000000000e-01         1.022473336270543e-10         
3.187500000000000e-01         1.039545230337958e-10         
3.250000000000000e-01         1.056461438911542e-10         
3.312500000000000e-01         1.073226404627244e-10         
3.375000000000000e-01         1.089836476670022e-10         
3.437500000000000e-01         1.106294895849680e-10         
3.500000000000000e-01         1.122601750198509e-10         
3.562500000000000e-01         1.138757088920350e-10         
3.625000000000000e-01         1.154763811151158e-10         
3.687500000000000e-01         1.170622314654968e-10         
3.750000000000000e-01         1.186333913429605e-10         
3.812500000000000e-01         1.201900179443214e-10         
3.875000000000000e-01         1.217321672401128e-10         
3.937500000000000e-01         1.232598750967039e-10         
4.000000000000000e-01         1.247735087541196e-10         
4.062500000000000e-01         1.262729244217979e-10         
4.125000000000000e-01         1.277588415291466e-10         
4.187500000000000e-01         1.292307047299564e-10         
4.250000000000000e-01         1.306891714135243e-10         
4.312500000000000e-01         1.321345379201812e-10         
4.375000000000000e-01         1.335662433989071e-10         
4.437500000000000e-01         1.349852369420674e-10         
4.500000000000000e-01         1.363914872778687e-10         
4.562500000000000e-01         1.377848373196740e-10         
4.625000000000000e-01         1.391659339426892e-10         
4.687500000000000e-01         1.405345457782900e-10         
4.750000000000000e-01         1.418911235399426e-10         
4.812500000000000e-01         1.432359040868950e-10         
4.875000000000000e-01         1.445692177600715e-10         
4.937500000000000e-01         1.458907259762035e-10         
5.000000000000000e-01         1.472010602400601e-10         
5.062500000000000e-01         1.485004487360974e-10         
5.125000000000001e-01         1.497889355670890e-10         
5.187500000000000e-01         1.510669653960736e-10         
5.250000000000000e-01         1.523341983999989e-10         
5.312500000000000e-01         1.535912905995738e-10         
5.375000000000000e-01         1.548385139364520e-10         
5.437500000000001e-01         1.560760610492106e-10         
5.500000000000000e-01         1.573037555316941e-10         
5.562500000000000e-01         1.585221256898778e-10         
5.625000000000000e-01         1.597313318333731e-10         
5.687500000000000e-01         1.609315356980961e-10         
5.750000000000001e-01         1.621229267793923e-10         
5.812500000000000e-01         1.633057989474933e-10         
5.875000000000000e-01         1.644801431191051e-10         
5.937500000000000e-01         1.656466053482183e-10         
6.000000000000001e-01         1.668052336898931e-10         
6.062500000000001e-01         1.679556698671954e-10         
6.125000000000000e-01         1.690987661093312e-10         
6.187500000000000e-01         1.702345341524180e-10         
6.250000000000000e-01         1.713632447673309e-10         
6.312500000000001e-01         1.724849853765193e-10         
6.375000000000001e-01         1.735998116146832e-10         
6.437500000000000e-01         1.747082978058645e-10         
6.500000000000000e-01         1.758103907868029e-10         
6.562500000000000e-01         1.769060705006667e-10         
6.625000000000001e-01         1.779963247461066e-10         
6.687500000000001e-01         1.790802568022556e-10         
6.750000000000000e-01         1.801587556359214e-10         
6.812500000000000e-01         1.812320312082170e-10         
6.875000000000000e-01         1.823001056650362e-10         
6.937500000000001e-01         1.833630855075688e-10         
7.000000000000001e-01         1.844214395056138e-10         
7.062500000000000e-01         1.854750650096774e-10         
7.125000000000000e-01         1.865238612669537e-10         
7.187500000000000e-01         1.875688105798126e-10         
7.250000000000001e-01         1.886096085671376e-10         
7.312500000000001e-01         1.896462928329363e-10         
7.375000000000000e-01         1.906792721503386e-10         
7.437500000000000e-01         1.917087463087445e-10         
7.500000000000000e-01         1.927347367496273e-10         
7.562500000000001e-01         1.937575958682032e-10         
7.625000000000001e-01         1.947773140226993e-10         
7.687500000000000e-01         1.957940517985750e-10         
7.750000000000000e-01         1.968083013094960e-10         
7.812500000000000e-01         1.978196812594418e-10         
7.875000000000001e-01         1.988289912394364e-10         
7.937500000000001e-01         1.998358157168454e-10         
8.000000000000000e-01         2.008407638264985e-10         
8.062500000000000e-01         2.018435920562463e-10         
8.125000000000000e-01         2.028448517513654e-10         
8.187500000000001e-01         2.038444413943872e-10         
8.250000000000001e-01         2.048426889915036e-10         
8.312500000000000e-01         2.058394784148753e-10         
8.375000000000000e-01         2.068350225533604e-10         
8.437500000000000e-01         2.078297460709456e-10         
8.500000000000001e-01         2.088238343116768e-10         
8.562500000000001e-01         2.098165951346149e-10         
8.625000000000000e-01         2.108092555931374e-10         
8.687500000000000e-01         2.118013147746720e-10         
8.750000000000000e-01         2.127933009589891e-10         
8.812500000000001e-01         2.137851574669852e-10         
8.875000000000001e-01         2.147768676291236e-10         
8.937500000000000e-01         2.157689578112100e-10         
9.000000000000000e-01         2.167610624111384e-10         
9.062500000000000e-01         2.177538696053196e-10         
9.125000000000001e-01         2.187472969884555e-10         
9.187500000000001e-01         2.197412460271899e-10         
9.250000000000000e-01         2.207361427293939e-10         
9.312500000000000e-01         2.217319607741539e-10         
9.375000000000000e-01         2.227289745090885e-10         
9.437500000000001e-01         2.237270344532938e-10         
9.500000000000001e-01         2.247269070917717e-10         
9.562500000000000e-01         2.257278067010463e-10         
9.625000000000000e-01         2.267309026353477e-10         
9.687500000000000e-01         2.277355745536754e-10         
9.750000000000001e-01         2.287422775479186e-10         
9.812500000000001e-01         2.297508844596632e-10         
9.875000000000000e-01         2.307617872584939e-10         
9.937500000000000e-01         2.317748664631289e-10         
1.000000000000000e+00         2.327904497342471e-10         
1.006250000000000e+00         2.338087908554422e-10         
1.012500000000000e+00         2.348293555808768e-10         
1.018750000000000e+00         2.358532900810362e-10         
1.025000000000000e+00         2.368799919893816e-10         
1.031250000000000e+00         2.379095728985264e-10         
1.037500000000000e+00         2.389426400838680e-10         
1.043750000000000e+00         2.399789457673243e-10         
1.050000000000000e+00         2.410185591144662e-10         
1.056250000000000e+00         2.420619632095084e-10         
1.062500000000000e+00         2.431087452189306e-10         
1.068750000000000e+00         2.441597454239486e-10         
1.075000000000000e+00         2.452144973951458e-10         
1.081250000000000e+00         2.462732148798610e-10         
1.087500000000000e+00         2.473364825577830e-10         
1.093750000000000e+00         2.484038128610291e-10         
1.100000000000000e+00         2.494756800728836e-10         
1.106250000000000e+00         2.505520717677828e-10         
1.112500000000000e+00         2.516333892482885e-10         
1.118750000000000e+00         2.527192812511232e-10         
1.125000000000000e+00         2.538101609559336e-10         
1.131250000000000e+00         2.549062466104880e-10         
1.137500000000000e+00         2.560073311311642e-10         
1.143750000000000e+00         2.571139763394660e-10         
1.150000000000000e+00         2.582261538756136e-10         
1.156250000000000e+00         2.593435145206666e-10         
1.162500000000000e+00         2.604668660923877e-10         
1.168750000000000e+00         2.615960091257942e-10         
1.175000000000000e+00         2.627309959837365e-10         
1.181250000000000e+00         2.638722551179151e-10         
1.187500000000000e+00         2.650195519321890e-10         
1.193750000000000e+00         2.661731489267282e-10         
1.200000000000000e+00         2.673334209191183e-10         
1.206250000000000e+00         2.684999942242837e-10         
1.212500000000000e+00         2.696735565786525e-10         
1.218750000000000e+00         2.708539338229330e-10         
1.225000000000000e+00         2.720411684232792e-10         
1.231250000000000e+00         2.732357328271574e-10         
1.237500000000000e+00         2.744373560140311e-10         
1.243750000000000e+00         2.756463987495758e-10         
1.250000000000000e+00         2.768629426745349e-10         
1.256250000000000e+00         2.780872890249992e-10         
1.262500000000000e+00         2.793192578534425e-10         
1.268750000000000e+00         2.805591713030772e-10         
1.275000000000000e+00         2.818072213459975e-10         
1.281250000000000e+00         2.830632334393565e-10         
1.287500000000000e+00         2.843278405454571e-10         
1.293750000000000e+00         2.856008872042366e-10         
1.300000000000000e+00         2.868823235403396e-10         
1.306250000000000e+00         2.881727261465631e-10         
1.312500000000000e+00         2.894718184192117e-10         
1.318750000000000e+00         2.907801382268682e-10         
1.325000000000000e+00         2.920976708000136e-10         
1.331250000000000e+00         2.934242791107809e-10         
1.337500000000000e+00         2.947605802899988e-10         
1.343750000000000e+00         2.961063839286929e-10         
1.350000000000000e+00         2.974619952963826e-10         
1.356250000000000e+00         2.988276191640377e-10         
1.362500000000000e+00         3.002031726761353e-10         
1.368750000000000e+00         3.015889524196348e-10         
1.375000000000000e+00         3.029851295476215e-10         
1.381250000000000e+00         3.043919548345194e-10         
1.387500000000000e+00         3.058093573973019e-10         
1.393750000000000e+00         3.072375885505007e-10         
1.400000000000000e+00         3.086769949933228e-10         
1.406250000000000e+00         3.101272897106881e-10         
1.412500000000000e+00         3.115891707651813e-10         
1.418750000000000e+00         3.130625787646833e-10         
1.425000000000000e+00         3.145473957068372e-10         
1.431250000000000e+00         3.160443036499728e-10         
1.437500000000000e+00         3.175530537823528e-10         
1.443750000000000e+00         3.190740169037934e-10         
1.450000000000000e+00         3.206074918009270e-10         
1.456250000000000e+00         3.221532004935288e-10         
1.462500000000000e+00         3.237118608284704e-10         
1.468750000000000e+00         3.252833410073151e-10         
1.475000000000000e+00         3.268679162869496e-10         
1.481250000000000e+00         3.284658086335783e-10         
1.487500000000000e+00         3.300770109496491e-10         
1.493750000000000e+00         3.317019112306923e-10         
1.500000000000000e+00         3.333405816524924e-10         
1.506250000000000e+00         3.349933882735833e-10         
1.512500000000000e+00         3.366603217155739e-10         
1.518750000000000e+00         3.383416684263522e-10         
1.525000000000000e+00         3.400376750791689e-10         
1.531250000000000e+00         3.417482612534372e-10         
1.537500000000000e+00         3.434742072442540e-10         
1.543750000000000e+00         3.452152776665081e-10         
1.550000000000000e+00         3.469716223619212e-10         
1.556250000000000e+00         3.487437895376500e-10         
1.562500000000000e+00         3.505316056608997e-10         
1.568750000000000e+00         3.523357667158030e-10         
1.575000000000000e+00         3.541562549622395e-10         
1.581250000000000e+00         3.559928585441559e-10         
1.587500000000000e+00         3.578465555680966e-10         
1.593750000000000e+00         3.597171141355237e-10         
1.600000000000000e+00         3.616049601165013e-10         
1.606250000000000e+00         3.635102763404267e-10         
1.612500000000000e+00         3.654332376102370e-10         
1.618750000000000e+00         3.673740175380492e-10         
1.625000000000000e+00         3.693330951281627e-10         
1.631250000000000e+00         3.713106416128792e-10         
1.637500000000000e+00         3.733067456472452e-10         
1.643750000000000e+00         3.753219181210320e-10         
1.650000000000000e+00         3.773562736383489e-10         
1.656250000000000e+00         3.794098431436616e-10         
1.662500000000000e+00         3.814833858452488e-10         
1.668750000000000e+00         3.835768779736609e-10         
1.675000000000000e+00         3.856903734457838e-10         
1.681250000000000e+00         3.878248401638627e-10         
1.687500000000000e+00         3.899797956880152e-10         
1.693750000000000e+00         3.921558774159729e-10         
1.700000000000000e+00         3.943535999771938e-10         
1.706250000000000e+00         3.965726537800815e-10         
1.712500000000000e+00         3.988139067696778e-10         
1.718750000000000e+00         4.010772982015432e-10         
1.725000000000000e+00         4.033633295558641e-10         
1.731250000000000e+00         4.056724386619117e-10         
1.737500000000000e+00         4.080045530223864e-10         
1.743750000000000e+00         4.103601801186467e-10         
1.750000000000000e+00         4.127396416225798e-10         
1.756250000000000e+00         4.151432379393083e-10         
1.762500000000000e+00         4.175716103739730e-10         
1.768750000000000e+00         4.200242193787229e-10         
1.775000000000000e+00         4.225026222643952e-10         
1.781250000000000e+00         4.250061767071618e-10         
1.787500000000000e+00         4.275356156598513e-10         
1.793750000000000e+00         4.300912691863374e-10         
1.800000000000000e+00         4.326733749622573e-10         
1.806250000000000e+00         4.352823874129607e-10         
1.812500000000000e+00         4.379188883040950e-10         
1.818750000000000e+00         4.405832112422250e-10         
1.825000000000000e+00         4.432752965296979e-10         
1.831250000000000e+00         4.459959763523269e-10         
1.837500000000000e+00         4.487454800137525e-10         
1.843750000000000e+00         4.515241241508948e-10         
1.850000000000000e+00         4.543323261440238e-10         
1.856250000000000e+00         4.571708801044879e-10         
1.862500000000000e+00         4.600394097313048e-10         
1.868750000000000e+00         4.629392940654592e-10         
1.875000000000000e+00         4.658699712839404e-10         
1.881250000000000e+00         4.688325597597193e-10         
1.887500000000000e+00         4.718270880261799e-10         
1.893750000000000e+00         4.748541233821576e-10         
1.900000000000000e+00         4.779142195549549e-10         
1.906250000000000e+00         4.810079891142683e-10         
1.912500000000000e+00         4.841352514136316e-10         
1.918750000000000e+00         4.872974251502051e-10         
1.925000000000000e+00         4.904940935817438e-10         
1.931250000000000e+00         4.937260063042633e-10         
1.937500000000000e+00         4.969937552516807e-10         
1.943750000000000e+00         5.002977473237211e-10         
1.950000000000000e+00         5.036384102413181e-10         
1.956250000000000e+00         5.070164024754921e-10         
1.962500000000000e+00         5.104325189629170e-10         
1.968750000000000e+00         5.138859720601898e-10         
1.975000000000000e+00         5.173789801808885e-10         
1.981250000000000e+00         5.209107377416433e-10         
1.987500000000000e+00         5.244823041574599e-10         
1.993750000000000e+00         5.280941647954373e-10         
2.000000000000000e+00         5.317471678928670e-10         
2.006250000000000e+00         5.354411985945142e-10         
2.012500000000000e+00         5.391776305570589e-10         
2.018750000000000e+00         5.429559636449847e-10         
2.025000000000000e+00         5.467771573232446e-10         
2.031250000000000e+00         5.506423485681563e-10         
2.037500000000000e+00         5.545514415396468e-10         
2.043750000000000e+00         5.585052647009466e-10         
2.050000000000000e+00         5.625046266531009e-10         
2.056250000000000e+00         5.665491637435995e-10         
2.062500000000000e+00         5.706403183128460e-10         
2.068750000000000e+00         5.747789397129811e-10         
2.075000000000000e+00         5.789646900672448e-10         
2.081250000000000e+00         5.831985601179292e-10         
2.087500000000000e+00         5.874810348486568e-10         
2.093750000000000e+00         5.918127866623092e-10         
2.100000000000000e+00         5.961946374537667e-10         
2.106250000000000e+00         6.006270968933424e-10         
2.112500000000000e+00         6.051103637063526e-10         
2.118750000000000e+00         6.096451654900524e-10         
