time                          x                             y                             z                             
0.000000000000000e+00         2.500000000000000e+01         2.506250000000000e+01         7.812500000000000e-03         
1.562500000000000e-03         2.500025103883686e+01         2.512502091257410e+01         1.562002500367262e-02         
3.125000000000000e-03         2.500075319364930e+01         2.518756182833482e+01         2.342257387413055e-02         
4.687500000000001e-03         2.500150653832389e+01         2.525012183759849e+01         3.122014548749184e-02         
6.250000000000000e-03         2.500251114349398e+01         2.531270003039704e+01         3.901273873268275e-02         
7.812500000000000e-03         2.500376707653864e+01         2.537529549648977e+01         4.680035251124156e-02         
9.375000000000000e-03         2.500527440158169e+01         2.543790732537518e+01         5.458298573712301e-02         
1.093750000000000e-02         2.500703317949068e+01         2.550053460630272e+01         6.236063733650375e-02         
1.250000000000000e-02         2.500904346787603e+01         2.556317642828460e+01         7.013330624758854e-02         
1.406250000000000e-02         2.501130532109014e+01         2.562583188010762e+01         7.790099142041727e-02         
1.562500000000000e-02         2.501381879022652e+01         2.568850005034493e+01         8.566369181667292e-02         
1.718750000000000e-02         2.501658392311904e+01         2.575118002736788e+01         9.342140640949033e-02         
1.875000000000000e-02         2.501960076434114e+01         2.581387089935779e+01         1.011741341832658e-01         
2.031250000000000e-02         2.502286935520514e+01         2.587657175431782e+01         1.089218741334676e-01         
2.187500000000000e-02         2.502638973376158e+01         2.593928168008473e+01         1.166646252664474e-01         
2.343750000000000e-02         2.503016193479858e+01         2.600199976434072e+01         1.244023865992525e-01         
2.500000000000000e-02         2.503418598984124e+01         2.606472509462528e+01         1.321351571594389e-01         
2.656250000000001e-02         2.503846192715113e+01         2.612745675834698e+01         1.398629359848856e-01         
2.812500000000001e-02         2.504298977172577e+01         2.619019384279532e+01         1.475857221236091e-01         
2.968750000000001e-02         2.504776954529817e+01         2.625293543515252e+01         1.553035146335798e-01         
3.125000000000001e-02         2.505280126633641e+01         2.631568062250543e+01         1.630163125825384e-01         
3.281250000000001e-02         2.505808495004327e+01         2.637842849185726e+01         1.707241150478135e-01         
3.437500000000001e-02         2.506362060835591e+01         2.644117813013950e+01         1.784269211161406e-01         
3.593750000000001e-02         2.506940824994555e+01         2.650392862422373e+01         1.861247298834812e-01         
3.750000000000001e-02         2.507544788021725e+01         2.656667906093341e+01         1.938175404548435e-01         
3.906250000000001e-02         2.508173950130966e+01         2.662942852705581e+01         2.015053519441035e-01         
4.062500000000002e-02         2.508828311209490e+01         2.669217610935377e+01         2.091881634738278e-01         
4.218750000000002e-02         2.509507870817841e+01         2.675492089457757e+01         2.168659741750965e-01         
4.375000000000002e-02         2.510212628189889e+01         2.681766196947676e+01         2.245387831873273e-01         
4.531250000000002e-02         2.510942582232823e+01         2.688039842081205e+01         2.322065896581011e-01         
4.687500000000002e-02         2.511697731527153e+01         2.694312933536706e+01         2.398693927429877e-01         
4.843750000000002e-02         2.512478074326714e+01         2.700585379996025e+01         2.475271916053730e-01         
5.000000000000002e-02         2.513283608558675e+01         2.706857090145671e+01         2.551799854162873e-01         
5.156250000000002e-02         2.514114331823552e+01         2.713127972678002e+01         2.628277733542338e-01         
5.312500000000003e-02         2.514970241395224e+01         2.719397936292409e+01         2.704705546050191e-01         
5.468750000000003e-02         2.515851334220955e+01         2.725666889696500e+01         2.781083283615836e-01         
5.625000000000003e-02         2.516757606921420e+01         2.731934741607283e+01         2.857410938238338e-01         
5.781250000000003e-02         2.517689055790733e+01         2.738201400752351e+01         2.933688501984754e-01         
5.937500000000003e-02         2.518645676796484e+01         2.744466775871066e+01         3.009915966988464e-01         
6.093750000000003e-02         2.519627465579771e+01         2.750730775715744e+01         3.086093325447528e-01         
6.250000000000003e-02         2.520634417455249e+01         2.756993309052834e+01         3.162220569623039e-01         
6.406250000000002e-02         2.521666527411174e+01         2.763254284664107e+01         3.238297691837496e-01         
6.562500000000002e-02         2.522723790109452e+01         2.769513611347834e+01         3.314324684473176e-01         
6.718750000000001e-02         2.523806199885696e+01         2.775771197919975e+01         3.390301539970528e-01         
6.875000000000001e-02         2.524913750749283e+01         2.782026953215358e+01         3.466228250826571e-01         
7.031250000000000e-02         2.526046436383421e+01         2.788280786088862e+01         3.542104809593299e-01         
7.187499999999999e-02         2.527204250145212e+01         2.794532605416600e+01         3.617931208876101e-01         
7.343749999999999e-02         2.528387185065728e+01         2.800782320097102e+01         3.693707441332189e-01         
7.499999999999998e-02         2.529595233850084e+01         2.807029839052497e+01         3.769433499669039e-01         
7.656249999999998e-02         2.530828388877518e+01         2.813275071229693e+01         3.845109376642834e-01         
7.812499999999997e-02         2.532086642201477e+01         2.819517925601561e+01         3.920735065056929e-01         
7.968749999999997e-02         2.533369985549707e+01         2.825758311168115e+01         3.996310557760315e-01         
8.124999999999996e-02         2.534678410324341e+01         2.831996136957692e+01         4.071835847646099e-01         
8.281249999999996e-02         2.536011907602000e+01         2.838231312028134e+01         4.147310927649994e-01         
8.437499999999995e-02         2.537370468133893e+01         2.844463745467969e+01         4.222735790748817e-01         
8.593749999999994e-02         2.538754082345922e+01         2.850693346397586e+01         4.298110429959001e-01         
8.749999999999994e-02         2.540162740338792e+01         2.856920023970423e+01         4.373434838335109e-01         
8.906249999999993e-02         2.541596431888126e+01         2.863143687374136e+01         4.448709008968368e-01         
9.062499999999993e-02         2.543055146444580e+01         2.869364245831787e+01         4.523932934985209e-01         
9.218749999999992e-02         2.544538873133967e+01         2.875581608603015e+01         4.599106609545814e-01         
9.374999999999992e-02         2.546047600757386e+01         2.881795684985220e+01         4.674230025842678e-01         
9.531249999999991e-02         2.547581317791346e+01         2.888006384314734e+01         4.749303177099179e-01         
9.687499999999991e-02         2.549140012387909e+01         2.894213615968003e+01         4.824326056568162e-01         
9.843749999999990e-02         2.550723672374822e+01         2.900417289362762e+01         4.899298657530524e-01         
9.999999999999989e-02         2.552332285255665e+01         2.906617313959209e+01         4.974220973293818e-01         
