Temperature    Energy         Energy2        Magnetization  Magnetization2 Heat Capacity  Susceptibility 
4.39           -0.85777778    1.9111111      0.61666667     0.535          0.24394402     0.14097697     
4.4            -0.98666667    2.2222222      0.67888889     0.60166667     0.25799816     0.12797868     
4.41           -0.95111111    1.9555556      0.66666667     0.57444444     0.21615339     0.11791383     
4.42           -1.0355556     2.2311111      0.67555556     0.60666667     0.23724654     0.13601028     
4.43           -1.0222222     2.0622222      0.68222222     0.59777778     0.20734556     0.11950394     
4.44           -0.85777778    1.84           0.63555556     0.54           0.22405188     0.12258481     
4.45           -1.0666667     2.2222222      0.68555556     0.615          0.21905203     0.13034929     
4.46           -0.90222222    1.8933333      0.65           0.55611111     0.21704205     0.11983059     
4.47           -0.95555556    2.0533333      0.66111111     0.57833333     0.22826738     0.12641202     
4.48           -0.95111111    2.0266667      0.65           0.57055556     0.22362371     0.13219246     
4.49           -0.96444444    2.1066667      0.66888889     0.58666667     0.23343408     0.1240573      
4.5            -0.96          2.0444444      0.65666667     0.57611111     0.22179643     0.1288         
4.51           -1.0088889     2.1244444      0.67777778     0.59777778     0.21761695     0.12274507     
4.52           -0.99111111    2.1066667      0.65888889     0.585          0.22013576     0.13350923     
4.53           -0.97333333    2.0177778      0.66888889     0.58222222     0.20864582     0.11903742     
4.54           -0.97333333    2.0533333      0.64111111     0.57055556     0.21462779     0.14055692     
4.55           -1.0844444     2.3466667      0.69555556     0.63           0.22618465     0.12852964     
4.56           -1             2.0888889      0.66444444     0.58777778     0.20946616     0.12832575     
4.57           -0.99555556    2.1155556      0.67555556     0.59444444     0.21535649     0.12084826     
4.58           -0.95555556    2.0355556      0.65222222     0.57277778     0.21404419     0.12871961     
4.59           -0.85777778    1.8222222      0.64444444     0.54333333     0.20627195     0.11156836     
4.6            -0.84          1.8755556      0.61333333     0.52888889     0.22116362     0.13279227     
4.61           -0.96888889    2.0266667      0.66888889     0.58222222     0.20476489     0.11697169     
4.62           -0.96          2.0622222      0.67333333     0.58555556     0.21375578     0.11443963     
4.63           -0.87555556    1.84           0.62           0.53444444     0.20029061     0.12962803     
4.64           -0.92888889    2.0533333      0.65666667     0.57277778     0.22118363     0.12204023     
4.65           -0.91111111    1.9822222      0.63888889     0.55722222     0.21312961     0.12820921     
4.66           -0.93333333    1.9022222      0.62888889     0.55           0.18993002     0.13261697     
4.67           -0.84          1.9644444      0.62333333     0.53944444     0.23088637     0.12925054     
4.68           -0.92888889    1.9466667      0.64666667     0.56111111     0.19793851     0.12216524     
4.69           -0.91555556    2.0622222      0.64777778     0.56722222     0.22258132     0.12589013     
4.7            -0.86666667    1.9111111      0.61444444     0.535          0.2100498      0.13400683     
4.71           -0.93333333    1.9733333      0.64333333     0.56166667     0.19874094     0.12551073     
4.72           -0.87555556    1.8933333      0.62555556     0.54055556     0.20230103     0.12647102     
4.73           -0.90666667    1.9022222      0.63555556     0.55           0.19312253     0.1235257      
4.74           -0.97333333    2.1066667      0.68444444     0.59555556     0.20639301     0.10725009     
4.75           -0.92444444    1.92           0.65111111     0.56111111     0.18888022     0.11550773     
4.76           -0.79555556    1.7688889      0.61666667     0.51833333     0.20054732     0.11601307     
4.77           -0.97777778    2.08           0.68           0.59222222     0.1975925      0.1088656      
4.78           -0.99555556    2.1688889      0.67           0.595          0.20618652     0.12225941     
4.79           -0.82222222    1.9288889      0.62444444     0.53555556     0.21841598     0.12160726     
4.8            -0.82222222    1.7688889      0.61777778     0.52222222     0.18972908     0.11714403     
4.81           -0.84          1.7511111      0.60444444     0.51666667     0.1807584      0.1258325      
4.82           -0.92          1.9466667      0.63           0.55166667     0.18943659     0.12843707     
4.83           -0.83555556    1.8488889      0.62333333     0.53166667     0.19730648     0.11852772     
4.84           -0.91111111    1.9644444      0.63111111     0.55222222     0.19368912     0.12720743     
4.85           -0.95111111    2.0266667      0.66           0.57555556     0.19080528     0.11542726     
4.86           -0.92          2              0.64444444     0.56222222     0.19536317     0.12091653     
4.87           -0.97777778    2.0266667      0.65888889     0.57833333     0.18056614     0.11843841     
4.88           -0.86666667    1.84           0.61555556     0.53111111     0.18289588     0.12475612     
4.89           -0.92          1.9644444      0.64888889     0.56222222     0.18702572     0.11547275     
4.9            -0.83111111    1.8044444      0.62444444     0.52888889     0.18553915     0.11343512     
4.91           -0.91111111    2.0355556      0.65           0.56611111     0.2000045      0.1169948      
4.92           -0.84          1.8222222      0.61111111     0.52444444     0.18451686     0.12275419     
4.93           -0.92444444    1.9555556      0.66888889     0.57222222     0.18119112     0.10126562     
4.94           -0.76444444    1.5644444      0.57888889     0.48277778     0.16064337     0.11956715     
4.95           -0.80888889    1.7777778      0.61111111     0.51777778     0.18340603     0.11662302     
4.96           -0.90666667    1.9022222      0.64777778     0.55611111     0.17562724     0.11007666     
4.97           -0.90666667    1.9377778      0.65222222     0.56055556     0.18067898     0.10878208     
4.98           -0.82222222    1.8577778      0.61444444     0.52611111     0.19059828     0.11933264     
4.99           -0.91111111    1.9466667      0.64777778     0.55944444     0.17936365     0.11208689     
5              -0.82666667    1.76           0.63555556     0.53111111     0.17225956     0.1017442      
5.01           -0.78666667    1.6622222      0.61777778     0.51111111     0.16627468     0.10336266     
5.02           -0.85777778    1.9644444      0.62555556     0.54277778     0.19502258     0.12068369     
5.03           -0.88          1.8311111      0.63888889     0.54388889     0.16706301     0.10792038     
5.04           -0.89777778    1.8844444      0.64222222     0.55111111     0.1698223      0.11004899     
5.05           -0.87111111    1.9022222      0.62888889     0.54222222     0.17933734     0.11621464     
5.06           -1             2.0711111      0.68333333     0.59611111     0.16733758     0.10210804     
5.07           -0.84888889    1.8044444      0.61888889     0.52833333     0.16865766     0.1146429      
5.08           -0.85333333    1.8133333      0.61333333     0.52666667     0.16819945     0.11849519     
5.09           -0.75555556    1.7244444      0.58333333     0.49388889     0.17810341     0.120716       
5.1            -0.90666667    1.9911111      0.63           0.55277778     0.17978726     0.12225708     
5.11           -0.81333333    1.7688889      0.62777778     0.52611111     0.16963443     0.10333164     
5.12           -0.72          1.6888889      0.58444444     0.48777778     0.17860243     0.11422068     
5.13           -0.86222222    1.8666667      0.63           0.53944444     0.1707252      0.11114577     
5.14           -0.77333333    1.7066667      0.59555556     0.50111111     0.16784845     0.11394918     
5.15           -0.82222222    1.7511111      0.61555556     0.52           0.16213581     0.10958552     
5.16           -0.73777778    1.6177778      0.59           0.48833333     0.16126761     0.10870801     
5.17           -0.81333333    1.7866667      0.60555556     0.51611111     0.16838038     0.11560045     
5.18           -0.71111111    1.6533333      0.58888889     0.48666667     0.17108486     0.10801277     
5.19           -0.89333333    1.8933333      0.64888889     0.55444444     0.16264996     0.10280359     
5.2            -0.72          1.6            0.59222222     0.48611111     0.16           0.1041415      
5.21           -0.72888889    1.5288889      0.59777778     0.48555556     0.14700946     0.098439373    
5.22           -0.81333333    1.7333333      0.61777778     0.51888889     0.15734094     0.10516437     
5.23           -0.78666667    1.7155556      0.61111111     0.51111111     0.1603795      0.10528055     
5.24           -0.74222222    1.68           0.57222222     0.48388889     0.16448723     0.11942795     
5.25           -0.85333333    1.8311111      0.60777778     0.525          0.16006289     0.11855708     
5.26           -0.70222222    1.6888889      0.56777778     0.47722222     0.17287699     0.11775712     
5.27           -0.92          1.9466667      0.63666667     0.555          0.15846623     0.11359055     
5.28           -0.83555556    1.8311111      0.60333333     0.52055556     0.16255711     0.11859428     
5.29           -0.76888889    1.68           0.61888889     0.51055556     0.15563265     0.096432589    
5.3            -0.78222222    1.76           0.60333333     0.50944444     0.16349283     0.10976101     
5.31           -0.79555556    1.7333333      0.59444444     0.505          0.1561102      0.11422659     
5.32           -0.84          1.8222222      0.60777778     0.52277778     0.15781308     0.11532628     
5.33           -0.80444444    1.7688889      0.60777778     0.515          0.15794459     0.10927293     
5.34           -0.83111111    1.7333333      0.59777778     0.51111111     0.14624804     0.11518565     
5.35           -0.78666667    1.7511111      0.61222222     0.51388889     0.15823449     0.10397969     
5.36           -0.72888889    1.6177778      0.58888889     0.48666667     0.15127238     0.10438548     
5.37           -0.79111111    1.7244444      0.61333333     0.51333333     0.15238637     0.10216429     
5.38           -0.70222222    1.5822222      0.56111111     0.46722222     0.15051011     0.11329111     
5.39           -0.87111111    1.7955556      0.62444444     0.53333333     0.14273956     0.10642113     
5.4            -0.87111111    1.92           0.62666667     0.54222222     0.15928195     0.11074897     
5.41           -0.79111111    1.7422222      0.6            0.50777778     0.15257095     0.10926268     
5.42           -0.76          1.6444444      0.59777778     0.49666667     0.14526551     0.10282538     
5.43           -0.77333333    1.76           0.61           0.51166667     0.15763398     0.10281154     
5.44           -0.82666667    1.7777778      0.61222222     0.52055556     0.14792388     0.1071614      
5.45           -0.79111111    1.7955556      0.6            0.51111111     0.15752193     0.11090724     
5.46           -0.76444444    1.7244444      0.59           0.49833333     0.15296987     0.11006105     
5.47           -0.69333333    1.6177778      0.56111111     0.46833333     0.15200969     0.1122396      
5.48           -0.86222222    1.92           0.63777778     0.54666667     0.15671757     0.10212129     
5.49           -0.80888889    1.8488889      0.60333333     0.51833333     0.15853798     0.11243878     
5.5            -0.71555556    1.6266667      0.58444444     0.48333333     0.14739133     0.10309675     
5.51           -0.79555556    1.7333333      0.59555556     0.50555556     0.14498301     0.10952387     
5.52           -0.8           1.7422222      0.60111111     0.50944444     0.14469416     0.107326       
5.53           -0.68          1.6088889      0.56111111     0.46611111     0.14996143     0.10941442     
5.54           -0.73777778    1.6533333      0.58555556     0.48833333     0.14453691     0.10502384     
5.55           -0.79555556    1.6977778      0.60333333     0.50722222     0.13828347     0.10321522     
5.56           -0.76888889    1.7155556      0.59888889     0.50277778     0.14548489     0.10367617     
5.57           -0.75111111    1.6266667      0.59333333     0.49222222     0.13698658     0.10066627     
5.58           -0.81333333    1.7688889      0.60444444     0.51444444     0.1422615      0.10687553     
5.59           -0.76444444    1.7422222      0.60444444     0.50666667     0.14821342     0.10111884     
5.6            -0.72444444    1.6444444      0.58444444     0.48555556     0.14280927     0.10284303     
5.61           -0.70222222    1.6            0.56444444     0.47           0.1406813      0.10795185     
5.62           -0.81333333    1.7511111      0.61           0.51611111     0.13799217     0.10249901     
5.63           -0.72444444    1.5911111      0.57777778     0.47888889     0.13456096     0.10306339     
5.64           -0.80888889    1.7244444      0.60777778     0.51277778     0.13456858     0.10169075     
5.65           -0.67111111    1.5733333      0.58444444     0.47444444     0.14070868     0.094066645    
5.66           -0.79111111    1.7955556      0.60555556     0.51388889     0.14604987     0.10402216     
5.67           -0.84888889    1.84           0.59777778     0.52           0.13927539     0.11475254     
5.68           -0.84888889    1.8044444      0.63333333     0.53555556     0.13437712     0.094679186    
5.69           -0.72          1.6533333      0.57333333     0.48           0.14021866     0.10635423     
5.7            -0.70666667    1.5911111      0.57333333     0.47444444     0.13440854     0.10226901     
5.71           -0.77777778    1.5911111      0.58888889     0.49111111     0.12098759     0.10110052     
5.72           -0.71555556    1.6444444      0.58555556     0.485          0.138445       0.099387896    
5.73           -0.66222222    1.6266667      0.56777778     0.46833333     0.14474852     0.101893       
5.74           -0.73777778    1.6355556      0.58777778     0.48833333     0.13248182     0.099547468    
5.75           -0.84          1.7688889      0.62333333     0.52722222     0.12863987     0.096471498    
5.76           -0.68          1.5555556      0.56666667     0.46555556     0.13179441     0.10030864     
5.77           -0.75555556    1.6533333      0.60888889     0.50222222     0.13005405     0.091144917    
5.78           -0.84          1.8755556      0.62555556     0.535          0.14007921     0.099432697    
5.79           -0.83555556    1.7955556      0.61555556     0.52444444     0.13093893     0.10054287     
5.8            -0.77333333    1.7244444      0.60333333     0.50611111     0.13393579     0.098          
5.81           -0.69777778    1.7688889      0.58666667     0.49111111     0.1519127      0.10115892     
5.82           -0.74666667    1.7066667      0.59           0.495          0.13570406     0.1009622      
5.83           -0.69333333    1.6            0.57333333     0.47333333     0.13172405     0.099226225    
5.84           -0.73777778    1.7066667      0.57777778     0.48777778     0.13632373     0.10544563     
5.85           -0.79555556    1.6977778      0.60666667     0.50888889     0.12446421     0.096303894    
5.86           -0.78222222    1.6177778      0.60777778     0.50277778     0.11717157     0.091047065    
5.87           -0.71555556    1.68           0.58555556     0.48722222     0.13558739     0.098362462    
5.88           -0.71555556    1.6266667      0.58111111     0.48166667     0.12895633     0.097943227    
5.89           -0.71111111    1.6177778      0.58222222     0.48111111     0.12822502     0.09652183     
5.9            -0.66666667    1.5288889      0.55444444     0.45611111     0.12461298     0.10081523     
5.91           -0.57333333    1.4488889      0.52555556     0.425          0.12828385     0.10070481     
5.92           -0.68888889    1.5911111      0.57111111     0.47111111     0.12743599     0.097934601    
5.93           -0.76444444    1.7777778      0.58888889     0.50111111     0.13574928     0.1040951      
5.94           -0.64888889    1.4755556      0.55555556     0.45111111     0.11954548     0.095938812    
5.95           -0.58222222    1.5555556      0.54333333     0.44166667     0.13745615     0.098457516    
5.96           -0.62222222    1.4755556      0.55444444     0.44722222     0.12256149     0.093834618    
5.97           -0.61777778    1.4311111      0.56666667     0.45           0.11778173     0.086357714    
5.98           -0.70222222    1.6355556      0.57888889     0.47944444     0.12778822     0.09654321     
5.99           -0.60444444    1.4222222      0.53888889     0.43388889     0.11782232     0.095818133    
6              -0.71111111    1.7777778      0.57333333     0.48666667     0.14134431     0.1053037      
6.01           -0.71555556    1.6622222      0.59444444     0.49055556     0.12737534     0.091308724    
6.02           -0.73333333    1.5555556      0.58111111     0.47944444     0.11233626     0.094188918    
6.03           -0.70666667    1.7333333      0.56777778     0.48055556     0.13574533     0.10493131     
6.04           -0.77777778    1.7688889      0.60333333     0.50944444     0.12762057     0.096313466    
6.05           -0.75555556    1.6533333      0.59666667     0.49611111     0.11829456     0.092628099    
6.06           -0.64888889    1.5466667      0.56444444     0.46           0.12260344     0.093334963    
6.07           -0.72444444    1.6622222      0.59444444     0.49166667     0.12348004     0.091138365    
6.08           -0.72888889    1.7066667      0.58888889     0.49222222     0.12718443     0.095679012    
6.09           -0.70666667    1.6622222      0.56555556     0.475          0.12541429     0.10190273     
6.1            -0.70222222    1.7066667      0.58222222     0.48555556     0.13045425     0.096113337    
6.11           -0.69333333    1.5822222      0.58888889     0.48           0.11802295     0.087207775    
6.12           -0.68          1.52           0.55666667     0.45833333     0.11294801     0.097029775    
6.13           -0.70222222    1.7244444      0.58111111     0.48611111     0.13107291     0.096848932    
6.14           -0.69777778    1.5911111      0.58           0.47666667     0.11715958     0.091378936    
6.15           -0.61333333    1.5644444      0.56333333     0.45611111     0.1256677      0.090254743    
6.16           -0.68          1.6444444      0.56222222     0.46888889     0.12460411     0.099217573    
6.17           -0.66222222    1.5733333      0.55666667     0.45944444     0.11923592     0.096963803    
6.18           -0.59555556    1.4044444      0.54333333     0.43388889     0.10994418     0.089759079    
6.19           -0.71111111    1.6533333      0.57222222     0.47833333     0.1198091      0.097508925    
6.2            -0.79111111    1.76           0.60333333     0.51055556     0.11801698     0.094544803    
6.21           -0.67111111    1.6266667      0.57222222     0.47166667     0.12200742     0.092900738    
6.22           -0.61333333    1.6177778      0.54444444     0.45           0.12836923     0.098765432    
6.23           -0.67111111    1.6444444      0.56666667     0.47           0.12305747     0.095594792    
6.24           -0.67111111    1.6088889      0.56           0.46444444     0.1190108      0.096695157    
6.25           -0.63555556    1.4844444      0.54111111     0.44277778     0.11064459     0.095984988    
6.26           -0.64          1.6533333      0.56444444     0.46555556     0.12695172     0.093902891    
6.27           -0.68          1.5555556      0.57111111     0.46777778     0.11122614     0.090341229    
6.28           -0.64          1.5288889      0.54666667     0.44888889     0.11352275     0.09556971     
6.29           -0.67555556    1.6177778      0.56333333     0.46722222     0.11741983     0.095311782    
6.3            -0.56888889    1.4933333      0.53333333     0.43111111     0.11788347     0.093121693    
6.31           -0.68444444    1.5644444      0.56           0.46333333     0.11010423     0.094918119    
6.32           -0.62222222    1.4933333      0.54222222     0.44222222     0.1107768      0.093808408    
6.33           -0.71555556    1.6977778      0.57           0.48055556     0.11837191     0.098360541    
6.34           -0.70222222    1.6888889      0.57555556     0.48111111     0.1189954      0.094540639    
6.35           -0.76888889    1.6622222      0.57           0.485          0.1062466      0.10085039     
6.36           -0.63111111    1.5466667      0.56222222     0.45666667     0.11356013     0.088410591    
6.37           -0.62222222    1.5466667      0.57333333     0.46111111     0.1143021      0.083139717    
6.38           -0.68444444    1.5466667      0.58333333     0.47388889     0.10595439     0.083768722    
6.39           -0.68444444    1.6888889      0.56777778     0.475          0.11955542     0.095542031    
6.4            -0.67111111    1.5377778      0.56888889     0.46444444     0.1061902      0.088006173    
6.41           -0.64          1.5288889      0.55           0.45055556     0.10896477     0.092390362    
6.42           -0.75555556    1.8666667      0.58111111     0.50166667     0.12575601     0.10216607     
6.43           -0.6           1.4311111      0.54111111     0.435          0.10362692     0.088459574    
6.44           -0.62222222    1.5644444      0.56111111     0.45611111     0.11354538     0.087742504    
6.45           -0.67555556    1.5288889      0.57333333     0.46666667     0.10312011     0.085553833    
6.46           -0.61777778    1.36           0.53777778     0.43111111     0.093775519    0.087867599    
6.47           -0.63111111    1.5466667      0.54666667     0.44888889     0.10973156     0.09276318     
6.48           -0.57333333    1.5022222      0.53888889     0.435          0.11178851     0.089258497    
6.49           -0.60444444    1.4933333      0.53           0.43388889     0.10712038     0.094292073    
6.5            -0.68444444    1.6888889      0.55666667     0.46944444     0.11554317     0.098194872    
6.51           -0.56          1.4577778      0.52444444     0.42333333     0.10799198     0.091116042    
6.52           -0.80888889    1.7777778      0.60777778     0.51611111     0.1057131      0.090010604    
6.53           -0.63555556    1.5555556      0.56111111     0.45722222     0.10803005     0.087213809    
6.54           -0.62666667    1.4311111      0.54555556     0.44055556     0.097111167    0.087415713    
6.55           -0.57333333    1.3777778      0.53333333     0.42444444     0.097809374    0.085496183    
6.56           -0.64444444    1.6088889      0.55666667     0.45944444     0.11094403     0.091199187    
6.57           -0.64888889    1.4577778      0.56444444     0.45444444     0.096070742    0.082707406    
6.58           -0.66666667    1.5111111      0.56666667     0.46111111     0.09854553     0.085106383    
6.59           -0.65333333    1.5733333      0.57333333     0.46666667     0.10559881     0.083736301    
6.6            -0.62666667    1.4844444      0.54333333     0.44277778     0.10025099     0.089434343    
6.61           -0.66666667    1.6            0.56666667     0.46666667     0.1057908      0.088082031    
6.62           -0.69777778    1.6088889      0.58           0.47777778     0.10240825     0.085424639    
6.63           -0.60444444    1.4222222      0.54333333     0.43611111     0.096173218    0.085007541    
6.64           -0.60888889    1.5377778      0.52111111     0.43277778     0.10587822     0.097121077    
6.65           -0.62666667    1.5377778      0.52333333     0.43611111     0.10357322     0.09758396     
6.66           -0.62222222    1.6177778      0.55111111     0.45444444     0.1109774      0.090523116    
6.67           -0.74222222    1.6088889      0.59777778     0.49222222     0.095124407    0.080889925    
6.68           -0.60888889    1.5911111      0.55333333     0.45222222     0.10939487     0.087451763    
6.69           -0.68          1.6266667      0.57777778     0.47555556     0.10405434     0.084740445    
6.7            -0.55555556    1.4133333      0.51444444     0.415          0.098435407    0.089759351    
6.71           -0.57333333    1.4311111      0.53666667     0.42944444     0.09793866     0.084311972    
6.72           -0.58666667    1.4044444      0.55333333     0.43777778     0.093915344    0.078333333    
6.73           -0.60888889    1.52           0.54777778     0.445          0.10149532     0.086145323    
6.74           -0.6           1.5555556      0.52111111     0.43277778     0.10527129     0.095680111    
6.75           -0.54222222    1.3333333      0.53111111     0.41666667     0.091244194    0.079755647    
6.76           -0.65333333    1.5022222      0.56444444     0.45777778     0.094129913    0.082355176    
6.77           -0.56          1.4222222      0.54444444     0.43111111     0.0967534      0.079581305    
6.78           -0.59111111    1.4488889      0.52333333     0.42611111     0.095672379    0.089813176    
6.79           -0.59555556    1.4933333      0.54222222     0.43888889     0.098789211    0.08535137     
6.8            -0.67555556    1.6177778      0.57333333     0.47222222     0.10046734     0.084418301    
6.81           -0.58666667    1.4222222      0.54666667     0.43555556     0.09298276     0.080300212    
6.82           -0.51555556    1.3688889      0.52111111     0.41055556     0.094864282    0.081524203    
6.83           -0.55555556    1.4488889      0.54111111     0.43055556     0.097772673    0.08067603     
6.84           -0.58666667    1.44           0.54222222     0.43444444     0.093688846    0.082128366    
6.85           -0.63555556    1.52           0.56333333     0.45611111     0.09514149     0.08103163     
6.86           -0.66222222    1.52           0.57444444     0.465          0.09192273     0.07872512     
6.87           -0.72          1.6177778      0.59777778     0.49           0.093173728    0.077241181    
6.88           -0.67555556    1.5822222      0.58111111     0.47388889     0.095139849    0.079185329    
6.89           -0.55555556    1.4133333      0.54333333     0.42944444     0.093081314    0.077929366    
6.9            -0.57777778    1.4755556      0.55333333     0.44111111     0.095923411    0.078222222    
6.91           -0.55555556    1.4133333      0.54777778     0.43166667     0.092543273    0.076183023    
6.92           -0.55111111    1.4577778      0.52222222     0.42111111     0.096399339    0.085777492    
6.93           -0.60444444    1.3866667      0.53666667     0.43055556     0.085065337    0.082276736    
6.94           -0.64888889    1.4755556      0.56666667     0.45666667     0.087576408    0.078130003    
6.95           -0.65777778    1.5466667      0.54555556     0.45166667     0.092251545    0.088653699    
6.96           -0.68          1.5911111      0.57666667     0.47277778     0.093201803    0.08059387     
6.97           -0.65333333    1.6088889      0.57444444     0.46944444     0.097325858    0.0800333      
6.98           -0.52444444    1.3866667      0.51444444     0.40944444     0.091265646    0.08297499     
6.99           -0.61333333    1.5288889      0.55777778     0.45111111     0.094368297    0.080111623    
7              -0.58666667    1.4755556      0.53777778     0.43444444     0.09235737     0.082994004    
7.01           -0.64          1.44           0.56333333     0.45166667     0.083874473    0.076646061    
7.02           -0.68888889    1.7511111      0.56           0.47555556     0.10361468     0.092282368    
7.03           -0.49777778    1.3866667      0.52111111     0.40944444     0.092178325    0.078456702    
7.04           -0.60444444    1.4933333      0.54666667     0.44222222     0.091036629    0.081464646    
7.05           -0.55111111    1.4044444      0.52444444     0.41888889     0.088584758    0.08161527     
7.06           -0.64888889    1.5466667      0.56555556     0.46055556     0.090331347    0.079718113    
7.07           -0.49777778    1.4933333      0.51111111     0.41111111     0.099674151    0.084795781    
7.08           -0.54666667    1.4311111      0.52777778     0.42166667     0.090352921    0.080857223    
7.09           -0.62222222    1.5644444      0.55333333     0.45222222     0.093680402    0.082394609    
7.1            -0.44888889    1.1288889      0.47222222     0.36277778     0.073587594    0.078751521    
7.11           -0.60888889    1.4666667      0.54555556     0.44055556     0.086716159    0.080407703    
7.12           -0.59111111    1.4844444      0.54555556     0.43944444     0.089558776    0.079670551    
7.13           -0.6           1.4666667      0.54888889     0.44111111     0.087075858    0.07844718     
7.14           -0.6           1.5022222      0.54666667     0.44222222     0.089621905    0.080323685    
7.15           -0.48          1.2444444      0.50888889     0.39222222     0.07934232     0.074547872    
7.16           -0.54666667    1.2888889      0.51666667     0.40722222     0.077248248    0.078367474    
7.17           -0.53333333    1.3866667      0.51555556     0.41111111     0.085761199    0.081067548    
7.18           -0.51111111    1.3422222      0.52555556     0.41055556     0.083874866    0.074845077    
7.19           -0.60888889    1.4488889      0.55555556     0.44444444     0.083421628    0.075550748    
7.2            -0.55555556    1.3244444      0.53           0.41722222     0.07837982     0.075734568    
7.21           -0.55111111    1.4222222      0.52444444     0.42           0.086064683    0.080420541    
7.22           -0.6           1.4311111      0.55222222     0.44055556     0.082190216    0.075128074    
7.23           -0.58666667    1.3511111      0.53           0.42277778     0.077052035    0.07849393     
7.24           -0.61333333    1.44           0.54555556     0.43944444     0.081180536    0.078350044    
7.25           -0.56          1.3866667      0.53555556     0.42444444     0.081660246    0.075930864    
7.26           -0.60888889    1.5377778      0.53888889     0.44166667     0.088566514    0.083341836    
7.27           -0.59111111    1.52           0.56444444     0.45111111     0.088592123    0.07290981     
7.28           -0.49333333    1.3422222      0.51444444     0.40277778     0.08293416     0.075892688    
7.29           -0.63111111    1.44           0.57           0.45388889     0.0784056      0.070775796    
7.3            -0.61333333    1.4933333      0.56111111     0.45055556     0.083854799    0.074361576    
7.31           -0.62222222    1.4933333      0.55           0.44611111     0.082803411    0.078583371    
7.32           -0.60888889    1.52           0.55111111     0.44666667     0.085793419    0.078111044    
7.33           -0.64888889    1.5466667      0.55444444     0.455          0.083799212    0.080540987    
7.34           -0.56888889    1.4044444      0.54222222     0.43           0.080244851    0.07411175     
7.35           -0.56          1.44           0.51888889     0.41944444     0.083402286    0.081740825    
7.36           -0.62222222    1.3866667      0.56555556     0.44722222     0.07380569     0.069222356    
7.37           -0.63555556    1.5022222      0.54555556     0.44611111     0.080880268    0.080586294    
7.38           -0.55111111    1.4577778      0.52222222     0.42111111     0.084756599    0.080430928    
7.39           -0.54666667    1.3955556      0.52           0.41555556     0.080327335    0.078568636    
7.4            -0.52          1.3955556      0.53666667     0.42055556     0.082188134    0.071645646    
7.41           -0.48888889    1.4755556      0.50777778     0.40722222     0.090080932    0.08063911     
7.42           -0.52888889    1.2711111      0.53111111     0.41111111     0.07202706     0.069559083    
7.43           -0.66666667    1.6533333      0.55777778     0.46555556     0.087592869    0.083143745    
7.44           -0.61333333    1.4755556      0.54777778     0.44277778     0.079443995    0.076729723    
7.45           -0.47555556    1.2888889      0.52222222     0.40111111     0.076590121    0.068936946    
7.46           -0.52          1.36           0.51222222     0.40611111     0.078315808    0.077072121    
7.47           -0.39555556    1.1466667      0.49222222     0.36722222     0.070981111    0.066902011    
7.48           -0.48444444    1.3244444      0.52333333     0.405          0.077908864    0.070118835    
7.49           -0.52888889    1.4488889      0.51777778     0.41555556     0.083362806    0.078751257    
7.5            -0.59111111    1.3955556      0.52888889     0.42555556     0.074392406    0.077777119    
7.51           -0.61333333    1.3866667      0.54666667     0.43666667     0.071665752    0.073407309    
7.52           -0.56          1.4755556      0.52444444     0.42444444     0.082189025    0.079469398    
7.53           -0.60888889    1.5911111      0.54333333     0.44722222     0.086091433    0.080749594    
7.54           -0.56          1.5111111      0.52666667     0.42777778     0.084255227    0.079787798    
7.55           -0.46222222    1.3155556      0.49555556     0.38777778     0.077323358    0.075339056    
7.56           -0.50222222    1.1644444      0.49444444     0.38277778     0.063843207    0.07317591     
7.57           -0.53777778    1.4133333      0.51           0.41055556     0.078466476    0.079500954    
7.58           -0.52444444    1.4755556      0.52777778     0.42166667     0.083577362    0.075523633    
7.59           -0.55555556    1.3422222      0.53777778     0.42222222     0.071766314    0.070101335    
7.6            -0.50666667    1.4222222      0.50666667     0.40555556     0.080714066    0.078339181    
7.61           -0.55111111    1.4044444      0.53777778     0.42555556     0.076027013    0.071669181    
7.62           -0.55111111    1.2977778      0.53777778     0.41888889     0.068479435    0.068075565    
7.63           -0.52          1.3066667      0.52           0.40666667     0.071200402    0.071437309    
7.64           -0.52          1.4488889      0.53222222     0.42166667     0.080760457    0.072463965    
7.65           -0.53333333    1.3866667      0.53555556     0.42111111     0.075336646    0.070217704    
7.66           -0.55111111    1.44           0.53666667     0.42722222     0.077461605    0.072695097    
7.67           -0.52888889    1.36           0.52555556     0.41388889     0.073452099    0.071801954    
7.68           -0.50666667    1.2622222      0.51666667     0.40055556     0.068190586    0.06958912     
7.69           -0.55555556    1.4488889      0.54111111     0.43055556     0.077126961    0.071653743    
7.7            -0.61777778    1.4133333      0.53888889     0.435          0.06960256     0.075116242    
7.71           -0.61777778    1.4488889      0.55333333     0.44444444     0.071814663    0.071733679    
7.72           -0.54222222    1.4577778      0.52888889     0.42333333     0.078107657    0.074409262    
7.73           -0.46666667    1.2            0.52555556     0.39611111     0.065752271    0.062045262    
7.74           -0.50222222    1.2533333      0.52333333     0.40277778     0.06684335     0.066614987    
7.75           -0.52          1.4311111      0.51444444     0.41166667     0.07730022     0.075877977    
7.76           -0.58222222    1.4844444      0.52666667     0.42888889     0.076088169    0.078098511    
7.77           -0.50666667    1.3333333      0.53222222     0.41277778     0.07133149     0.066675564    
7.78           -0.48          1.4577778      0.52444444     0.41333333     0.081110869    0.071100955    
